,0
0,0.02855880521130806
1,0.04190359315569799
2,0.0015112983572738725
3,0.021103343897757577
4,0.02455634508554579
5,0.0005455906025551416
6,0.03312001628724123
7,0.0513171845370531
8,0.02069997973842654
9,0.13185976375057265
10,0.022349771717461525
11,0.03893437105101811
12,0.019450877357187243
13,0.008347236721755441
14,0.3189349024700109
15,0.1381695412898035
16,0.01547653119123758
17,0.05716047659166604
18,0.02546073847993339
19,0.000539632506494415
20,0.0
21,0.0
22,0.0
23,0.0
