,0
0,0.0
2,0.014846996879513304
3,0.0001773492459163751
4,0.00181368851101244
5,0.18553412982051098
6,0.021963149567884425
7,0.027012081163295693
8,0.10266558183995297
9,0.07252639843462962
10,0.04357848650526151
11,0.09476097710768253
12,0.1141069994521401
13,0.15443562909162234
14,0.09615162076979125
15,0.05099743018892202
16,0.013310314023455493
17,0.005170703755812092
18,0.0007796762146757081
19,0.00016878742792113716
1,0.0
20,0.0
21,0.0
22,0.0
23,0.0
