,0
00,0.023384900509686442
01,0.03623191425613346
02,0.04676866682050611
03,0.02566583775948007
04,0.016171260471869422
05,0.0037011551838962327
06,0.00371609947067429
07,0.00118360474105053
08,0.010129219654322279
09,0.01837581259577988
10,0.03861764102282908
11,0.17283379846001334
12,0.12117494823971164
13,0.14411284982139622
14,0.04985704213080523
15,0.08675752793808503
16,0.06258916685811644
17,0.1297262502008181
18,0.008952854872235272
19,4.9448992590900184e-05
