,0
6,0.014376980926697687
7,0.00011267649660588375
8,0.0003295285673788795
9,0.011178425596314505
10,0.016643559503498183
11,0.06760619969369465
12,0.024082909168730647
13,0.06932657854827681
14,0.06224471191633915
15,0.15779736503898395
16,0.13032328570069301
17,0.24027647064519478
18,0.1729336841925383
19,0.03276762400505352
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
20,0.0
21,0.0
22,0.0
23,0.0
